INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DISTANCE,
10197,S,2008/06/03,13:34:45.600,SPS,52.957790,N,6.523294,E,48.750 m,86.590 km/h,4.53 m,
10198,S,2008/06/03,13:34:45.800,SPS,52.957760,N,6.523248,E,48.864 m,85.042 km/h,4.53 m,
10199,S,2008/06/03,13:34:46.000,SPS,52.957733,N,6.523199,E,48.949 m,83.771 km/h,4.49 m,
10200,S,2008/06/03,13:34:46.200,SPS,52.957706,N,6.523148,E,48.957 m,83.302 km/h,4.56 m,
10201,S,2008/06/03,13:34:46.400,SPS,52.957680,N,6.523096,E,48.959 m,83.530 km/h,4.49 m,
10202,S,2008/06/03,13:34:46.600,SPS,52.957658,N,6.523044,E,48.945 m,80.588 km/h,4.28 m,
10203,S,2008/06/03,13:34:46.800,SPS,52.957638,N,6.522991,E,48.955 m,79.198 km/h,4.24 m,
10204,S,2008/06/03,13:34:47.000,SPS,52.957618,N,6.522935,E,48.912 m,78.796 km/h,4.31 m,
10205,S,2008/06/03,13:34:47.200,SPS,52.957602,N,6.522878,E,48.867 m,78.065 km/h,4.25 m,
10206,S,2008/06/03,13:34:47.400,SPS,52.957589,N,6.522820,E,48.813 m,77.202 km/h,4.14 m,
10207,S,2008/06/03,13:34:47.600,SPS,52.957579,N,6.522761,E,48.737 m,77.258 km/h,4.16 m,
10208,S,2008/06/03,13:34:47.800,SPS,52.957569,N,6.522699,E,48.785 m,78.480 km/h,4.28 m,
10209,S,2008/06/03,13:34:48.000,SPS,52.957562,N,6.522635,E,48.912 m,79.424 km/h,4.43 m,
10210,S,2008/06/03,13:34:48.200,SPS,52.957557,N,6.522567,E,49.025 m,80.255 km/h,4.59 m,
10211,S,2008/06/03,13:34:48.400,SPS,52.957553,N,6.522498,E,49.014 m,80.694 km/h,4.63 m,
10212,S,2008/06/03,13:34:48.600,SPS,52.957549,N,6.522429,E,49.011 m,81.238 km/h,4.68 m,
10213,S,2008/06/03,13:34:48.800,SPS,52.957546,N,6.522357,E,49.276 m,82.926 km/h,4.84 m,
10214,S,2008/06/03,13:34:49.000,SPS,52.957539,N,6.522286,E,49.299 m,84.036 km/h,4.85 m,
10215,S,2008/06/03,13:34:49.200,SPS,52.957532,N,6.522214,E,49.376 m,84.180 km/h,4.91 m,
10216,S,2008/06/03,13:34:49.400,SPS,52.957524,N,6.522142,E,49.430 m,84.450 km/h,4.87 m,
10217,S,2008/06/03,13:34:49.600,SPS,52.957514,N,6.522071,E,49.497 m,85.105 km/h,4.89 m,
10218,S,2008/06/03,13:34:49.800,SPS,52.957503,N,6.522001,E,49.533 m,85.148 km/h,4.92 m,
10219,S,2008/06/03,13:34:50.000,SPS,52.957490,N,6.521931,E,49.595 m,85.598 km/h,4.91 m,
10220,S,2008/06/03,13:34:50.200,SPS,52.957475,N,6.521863,E,49.639 m,85.380 km/h,4.85 m,
10221,S,2008/06/03,13:34:50.400,SPS,52.957459,N,6.521796,E,49.674 m,85.240 km/h,4.80 m,
10222,S,2008/06/03,13:34:50.600,SPS,52.957442,N,6.521731,E,49.752 m,85.600 km/h,4.82 m,
10223,S,2008/06/03,13:34:50.800,SPS,52.957422,N,6.521666,E,49.840 m,85.089 km/h,4.85 m,
10224,S,2008/06/03,13:34:51.000,SPS,52.957400,N,6.521605,E,49.901 m,84.911 km/h,4.79 m,
10225,S,2008/06/03,13:34:51.200,SPS,52.957377,N,6.521546,E,49.892 m,84.342 km/h,4.75 m,
10226,S,2008/06/03,13:34:51.400,SPS,52.957352,N,6.521487,E,49.933 m,84.032 km/h,4.77 m,
10227,S,2008/06/03,13:34:51.600,SPS,52.957326,N,6.521431,E,49.897 m,85.726 km/h,4.82 m,
10228,S,2008/06/03,13:34:51.800,SPS,52.957297,N,6.521378,E,49.909 m,84.873 km/h,4.77 m,
10229,S,2008/06/03,13:34:52.000,SPS,52.957263,N,6.521327,E,49.808 m,91.630 km/h,5.14 m,
10230,S,2008/06/03,13:34:52.200,SPS,52.957227,N,6.521278,E,49.840 m,91.735 km/h,5.14 m,
10231,S,2008/06/03,13:34:52.400,SPS,52.957190,N,6.521232,E,49.884 m,92.931 km/h,5.23 m,
10232,S,2008/06/03,13:34:52.600,SPS,52.957151,N,6.521186,E,49.931 m,93.846 km/h,5.26 m,
10233,S,2008/06/03,13:34:52.800,SPS,52.957111,N,6.521143,E,49.982 m,94.803 km/h,5.30 m,
10234,S,2008/06/03,13:34:53.000,SPS,52.957069,N,6.521104,E,50.026 m,96.479 km/h,5.39 m,
10235,S,2008/06/03,13:34:53.200,SPS,52.957025,N,6.521068,E,50.088 m,97.645 km/h,5.51 m,
10236,S,2008/06/03,13:34:53.400,SPS,52.956980,N,6.521036,E,50.208 m,98.442 km/h,5.46 m,
10237,S,2008/06/03,13:34:53.600,SPS,52.956933,N,6.521007,E,50.307 m,100.894 km/h,5.57 m,
10238,S,2008/06/03,13:34:53.800,SPS,52.956885,N,6.520982,E,50.516 m,104.056 km/h,5.56 m,
10239,S,2008/06/03,13:34:54.000,SPS,52.956835,N,6.520959,E,50.612 m,104.686 km/h,5.81 m,
10240,S,2008/06/03,13:34:54.200,SPS,52.956783,N,6.520936,E,50.610 m,105.862 km/h,5.96 m,
10241,S,2008/06/03,13:34:54.400,SPS,52.956731,N,6.520916,E,50.601 m,107.845 km/h,5.98 m,
10242,S,2008/06/03,13:34:54.600,SPS,52.956678,N,6.520900,E,50.659 m,109.585 km/h,5.97 m,
10243,S,2008/06/03,13:34:54.800,SPS,52.956623,N,6.520889,E,50.891 m,111.584 km/h,6.14 m,
10244,S,2008/06/03,13:34:55.000,SPS,52.956569,N,6.520881,E,51.146 m,111.975 km/h,6.12 m,
10245,S,2008/06/03,13:34:55.200,SPS,52.956513,N,6.520873,E,51.123 m,113.469 km/h,6.17 m,
10246,S,2008/06/03,13:34:55.400,SPS,52.956456,N,6.520867,E,51.148 m,114.615 km/h,6.39 m,
10247,S,2008/06/03,13:34:55.600,SPS,52.956396,N,6.520865,E,50.929 m,117.140 km/h,6.74 m,
10248,S,2008/06/03,13:34:55.800,SPS,52.956336,N,6.520866,E,50.718 m,118.598 km/h,6.61 m,
10249,S,2008/06/03,13:34:56.000,SPS,52.956275,N,6.520870,E,50.564 m,118.959 km/h,6.80 m,
10250,S,2008/06/03,13:34:56.200,SPS,52.956213,N,6.520876,E,50.320 m,119.901 km/h,6.98 m,
10251,S,2008/06/03,13:34:56.400,SPS,52.956149,N,6.520885,E,50.359 m,120.338 km/h,7.10 m,
10252,S,2008/06/03,13:34:56.600,SPS,52.956086,N,6.520893,E,50.290 m,119.732 km/h,6.98 m,
10253,S,2008/06/03,13:34:56.800,SPS,52.956025,N,6.520899,E,50.125 m,118.603 km/h,6.82 m,
10254,S,2008/06/03,13:34:57.000,SPS,52.955966,N,6.520905,E,50.112 m,116.601 km/h,6.64 m,
10255,S,2008/06/03,13:34:57.200,SPS,52.955907,N,6.520910,E,50.079 m,114.316 km/h,6.57 m,
10256,S,2008/06/03,13:34:57.400,SPS,52.955849,N,6.520916,E,49.987 m,112.875 km/h,6.43 m,
10257,S,2008/06/03,13:34:57.600,SPS,52.955793,N,6.520921,E,49.909 m,110.308 km/h,6.26 m,
10258,S,2008/06/03,13:34:57.800,SPS,52.955738,N,6.520925,E,49.928 m,108.298 km/h,6.15 m,
10259,S,2008/06/03,13:34:58.000,SPS,52.955684,N,6.520928,E,49.926 m,105.324 km/h,5.93 m,
10260,S,2008/06/03,13:34:58.200,SPS,52.955633,N,6.520932,E,49.908 m,102.984 km/h,5.73 m,
10261,S,2008/06/03,13:34:58.400,SPS,52.955583,N,6.520934,E,49.791 m,99.703 km/h,5.57 m,
10262,S,2008/06/03,13:34:58.600,SPS,52.955534,N,6.520935,E,49.870 m,96.488 km/h,5.42 m,
10263,S,2008/06/03,13:34:58.800,SPS,52.955487,N,6.520935,E,49.757 m,93.802 km/h,5.25 m,
10264,S,2008/06/03,13:34:59.000,SPS,52.955441,N,6.520932,E,49.915 m,92.032 km/h,5.14 m,
10265,S,2008/06/03,13:34:59.200,SPS,52.955396,N,6.520927,E,50.020 m,89.707 km/h,5.05 m,
10266,S,2008/06/03,13:34:59.400,SPS,52.955352,N,6.520921,E,50.131 m,86.883 km/h,4.88 m,
10267,S,2008/06/03,13:34:59.600,SPS,52.955310,N,6.520913,E,50.196 m,84.315 km/h,4.74 m,
10268,S,2008/06/03,13:34:59.800,SPS,52.955269,N,6.520903,E,50.310 m,82.221 km/h,4.59 m,
10269,S,2008/06/03,13:35:00.000,SPS,52.955229,N,6.520891,E,50.359 m,80.819 km/h,4.49 m,
10270,S,2008/06/03,13:35:00.200,SPS,52.955191,N,6.520877,E,50.353 m,77.479 km/h,4.40 m,
10271,S,2008/06/03,13:35:00.400,SPS,52.955154,N,6.520859,E,50.487 m,76.336 km/h,4.22 m,
10272,S,2008/06/03,13:35:00.600,SPS,52.955120,N,6.520841,E,50.510 m,74.347 km/h,4.06 m,
10273,S,2008/06/03,13:35:00.800,SPS,52.955087,N,6.520818,E,50.566 m,73.737 km/h,3.99 m,
10274,S,2008/06/03,13:35:01.000,SPS,52.955054,N,6.520791,E,50.500 m,74.162 km/h,4.08 m,
10275,S,2008/06/03,13:35:01.200,SPS,52.955022,N,6.520759,E,50.407 m,74.199 km/h,4.17 m,
10276,S,2008/06/03,13:35:01.400,SPS,52.954991,N,6.520726,E,50.243 m,73.070 km/h,4.10 m,
10277,S,2008/06/03,13:35:01.600,SPS,52.954961,N,6.520690,E,50.065 m,73.755 km/h,4.11 m,
10278,S,2008/06/03,13:35:01.800,SPS,52.954932,N,6.520652,E,49.999 m,73.653 km/h,4.09 m,
10279,S,2008/06/03,13:35:02.000,SPS,52.954905,N,6.520609,E,49.772 m,74.408 km/h,4.18 m,
10280,S,2008/06/03,13:35:02.200,SPS,52.954878,N,6.520564,E,49.607 m,75.048 km/h,4.26 m,
10281,S,2008/06/03,13:35:02.400,SPS,52.954853,N,6.520517,E,49.440 m,74.344 km/h,4.23 m,
10282,S,2008/06/03,13:35:02.600,SPS,52.954830,N,6.520465,E,49.250 m,75.429 km/h,4.36 m,
10283,S,2008/06/03,13:35:02.800,SPS,52.954809,N,6.520411,E,48.983 m,76.427 km/h,4.33 m,
10284,S,2008/06/03,13:35:03.000,SPS,52.954789,N,6.520355,E,48.836 m,76.679 km/h,4.35 m,
10285,S,2008/06/03,13:35:03.200,SPS,52.954770,N,6.520296,E,48.636 m,78.911 km/h,4.49 m,
10286,S,2008/06/03,13:35:03.400,SPS,52.954753,N,6.520234,E,48.353 m,79.904 km/h,4.60 m,
10287,S,2008/06/03,13:35:03.600,SPS,52.954738,N,6.520171,E,48.241 m,81.364 km/h,4.56 m,
10288,S,2008/06/03,13:35:03.800,SPS,52.954726,N,6.520103,E,48.201 m,83.549 km/h,4.76 m,
10289,S,2008/06/03,13:35:04.000,SPS,52.954716,N,6.520033,E,47.939 m,86.059 km/h,4.86 m,
10290,S,2008/06/03,13:35:04.200,SPS,52.954707,N,6.519961,E,47.821 m,87.087 km/h,4.89 m,
10291,S,2008/06/03,13:35:04.400,SPS,52.954700,N,6.519888,E,47.685 m,88.476 km/h,4.99 m,
10292,S,2008/06/03,13:35:04.600,SPS,52.954694,N,6.519812,E,47.494 m,91.464 km/h,5.14 m,
10293,S,2008/06/03,13:35:04.800,SPS,52.954693,N,6.519730,E,47.661 m,93.846 km/h,5.54 m,
10294,S,2008/06/03,13:35:05.000,SPS,52.954693,N,6.519648,E,47.726 m,95.518 km/h,5.49 m,
10295,S,2008/06/03,13:35:05.200,SPS,52.954694,N,6.519563,E,47.782 m,97.855 km/h,5.70 m,
10296,S,2008/06/03,13:35:05.400,SPS,52.954697,N,6.519477,E,47.870 m,101.063 km/h,5.81 m,
10297,S,2008/06/03,13:35:05.600,SPS,52.954700,N,6.519389,E,47.995 m,102.982 km/h,5.96 m,
10298,S,2008/06/03,13:35:05.800,SPS,52.954703,N,6.519297,E,48.051 m,105.753 km/h,6.20 m,
10299,S,2008/06/03,13:35:06.000,SPS,52.954708,N,6.519203,E,48.135 m,108.576 km/h,6.32 m,
10300,S,2008/06/03,13:35:06.200,SPS,52.954713,N,6.519106,E,48.191 m,110.607 km/h,6.56 m,
10301,S,2008/06/03,13:35:06.400,SPS,52.954719,N,6.519006,E,48.234 m,113.788 km/h,6.73 m,
10302,S,2008/06/03,13:35:06.600,SPS,52.954724,N,6.518904,E,48.436 m,116.289 km/h,6.88 m,
10303,S,2008/06/03,13:35:06.800,SPS,52.954729,N,6.518802,E,48.480 m,118.178 km/h,6.87 m,
10304,S,2008/06/03,13:35:07.000,SPS,52.954732,N,6.518697,E,48.639 m,120.735 km/h,7.05 m,
10305,S,2008/06/03,13:35:07.200,SPS,52.954736,N,6.518591,E,48.860 m,123.441 km/h,7.18 m,
10306,S,2008/06/03,13:35:07.400,SPS,52.954738,N,6.518482,E,49.091 m,126.238 km/h,7.32 m,
10307,S,2008/06/03,13:35:07.600,SPS,52.954740,N,6.518370,E,49.224 m,127.940 km/h,7.51 m,
10308,S,2008/06/03,13:35:07.800,SPS,52.954742,N,6.518258,E,49.227 m,130.238 km/h,7.52 m,
10309,S,2008/06/03,13:35:08.000,SPS,52.954744,N,6.518144,E,49.407 m,132.547 km/h,7.68 m,
10310,S,2008/06/03,13:35:08.200,SPS,52.954744,N,6.518027,E,49.544 m,134.617 km/h,7.84 m,
10311,S,2008/06/03,13:35:08.400,SPS,52.954744,N,6.517909,E,49.446 m,136.675 km/h,7.96 m,
10312,S,2008/06/03,13:35:08.600,SPS,52.954743,N,6.517791,E,49.426 m,138.323 km/h,7.95 m,
10313,S,2008/06/03,13:35:08.800,SPS,52.954743,N,6.517671,E,49.389 m,140.119 km/h,8.03 m,
10314,S,2008/06/03,13:35:09.000,SPS,52.954742,N,6.517551,E,49.470 m,141.722 km/h,8.11 m,
10315,S,2008/06/03,13:35:09.200,SPS,52.954741,N,6.517429,E,49.484 m,143.675 km/h,8.15 m,
10316,S,2008/06/03,13:35:09.400,SPS,52.954740,N,6.517306,E,49.389 m,144.277 km/h,8.29 m,
10317,S,2008/06/03,13:35:09.600,SPS,52.954738,N,6.517183,E,49.362 m,145.233 km/h,8.30 m,
10318,S,2008/06/03,13:35:09.800,SPS,52.954737,N,6.517058,E,49.421 m,146.114 km/h,8.35 m,
10319,S,2008/06/03,13:35:10.000,SPS,52.954736,N,6.516936,E,49.392 m,144.832 km/h,8.25 m,
10320,S,2008/06/03,13:35:10.200,SPS,52.954735,N,6.516813,E,49.463 m,143.838 km/h,8.24 m,
10321,S,2008/06/03,13:35:10.400,SPS,52.954734,N,6.516692,E,49.362 m,142.572 km/h,8.15 m,
10322,S,2008/06/03,13:35:10.600,SPS,52.954734,N,6.516572,E,49.464 m,140.851 km/h,8.07 m,
10323,S,2008/06/03,13:35:10.800,SPS,52.954734,N,6.516453,E,49.528 m,139.054 km/h,8.02 m,
10324,S,2008/06/03,13:35:11.000,SPS,52.954735,N,6.516336,E,49.550 m,136.524 km/h,7.84 m,
10325,S,2008/06/03,13:35:11.200,SPS,52.954736,N,6.516220,E,49.599 m,134.603 km/h,7.81 m,
10326,S,2008/06/03,13:35:11.400,SPS,52.954736,N,6.516105,E,49.504 m,131.267 km/h,7.69 m,
10327,S,2008/06/03,13:35:11.600,SPS,52.954737,N,6.515993,E,49.434 m,128.776 km/h,7.52 m,
10328,S,2008/06/03,13:35:11.800,SPS,52.954738,N,6.515886,E,49.459 m,125.873 km/h,7.23 m,
10329,S,2008/06/03,13:35:12.000,SPS,52.954739,N,6.515781,E,49.450 m,122.851 km/h,7.02 m,
10330,S,2008/06/03,13:35:12.200,SPS,52.954740,N,6.515681,E,49.473 m,118.091 km/h,6.75 m,
10331,S,2008/06/03,13:35:12.400,SPS,52.954740,N,6.515581,E,49.674 m,114.818 km/h,6.68 m,
10332,S,2008/06/03,13:35:12.600,SPS,52.954740,N,6.515485,E,49.785 m,110.593 km/h,6.46 m,
10333,S,2008/06/03,13:35:12.800,SPS,52.954740,N,6.515394,E,49.917 m,108.186 km/h,6.11 m,
10334,S,2008/06/03,13:35:13.000,SPS,52.954741,N,6.515305,E,50.094 m,105.789 km/h,6.02 m,
10335,S,2008/06/03,13:35:13.200,SPS,52.954741,N,6.515218,E,50.153 m,102.716 km/h,5.82 m,
10336,S,2008/06/03,13:35:13.400,SPS,52.954741,N,6.515134,E,50.136 m,99.138 km/h,5.62 m,
10337,S,2008/06/03,13:35:13.600,SPS,52.954740,N,6.515055,E,50.141 m,95.451 km/h,5.37 m,
10338,S,2008/06/03,13:35:13.800,SPS,52.954741,N,6.514978,E,50.198 m,92.977 km/h,5.14 m,
10339,S,2008/06/03,13:35:14.000,SPS,52.954742,N,6.514905,E,50.189 m,90.586 km/h,4.95 m,
10340,S,2008/06/03,13:35:14.600,SPS,52.954741,N,6.514693,E,50.336 m,82.017 km/h,14.25 m,
10341,S,2008/06/03,13:35:14.800,SPS,52.954742,N,6.514628,E,50.324 m,79.506 km/h,4.33 m,
10342,S,2008/06/03,13:35:15.000,SPS,52.954740,N,6.514567,E,50.292 m,77.831 km/h,4.14 m,
10343,S,2008/06/03,13:35:15.200,SPS,52.954737,N,6.514506,E,50.291 m,76.543 km/h,4.10 m,
10344,S,2008/06/03,13:35:15.400,SPS,52.954732,N,6.514446,E,50.317 m,74.930 km/h,4.05 m,
10345,S,2008/06/03,13:35:15.600,SPS,52.954727,N,6.514389,E,50.446 m,73.528 km/h,3.90 m,
10346,S,2008/06/03,13:35:15.800,SPS,52.954721,N,6.514333,E,50.576 m,72.621 km/h,3.81 m,
10347,S,2008/06/03,13:35:16.000,SPS,52.954712,N,6.514279,E,50.708 m,70.848 km/h,3.76 m,
10348,S,2008/06/03,13:35:16.200,SPS,52.954703,N,6.514225,E,50.748 m,69.823 km/h,3.75 m,
10349,S,2008/06/03,13:35:16.400,SPS,52.954691,N,6.514174,E,50.762 m,69.753 km/h,3.69 m,
10350,S,2008/06/03,13:35:16.600,SPS,52.954678,N,6.514123,E,50.870 m,69.283 km/h,3.72 m,
10351,S,2008/06/03,13:35:16.800,SPS,52.954662,N,6.514074,E,50.932 m,68.752 km/h,3.75 m,
10352,S,2008/06/03,13:35:17.000,SPS,52.954645,N,6.514026,E,50.878 m,68.751 km/h,3.74 m,
10353,S,2008/06/03,13:35:17.200,SPS,52.954626,N,6.513979,E,50.739 m,67.337 km/h,3.83 m,
10354,S,2008/06/03,13:35:17.400,SPS,52.954604,N,6.513935,E,50.546 m,67.638 km/h,3.80 m,
10355,S,2008/06/03,13:35:17.600,SPS,52.954582,N,6.513894,E,50.317 m,67.649 km/h,3.75 m,
10356,S,2008/06/03,13:35:17.800,SPS,52.954557,N,6.513855,E,50.148 m,68.425 km/h,3.82 m,
10357,S,2008/06/03,13:35:18.000,SPS,52.954530,N,6.513816,E,50.072 m,69.850 km/h,3.94 m,
10358,S,2008/06/03,13:35:18.200,SPS,52.954501,N,6.513780,E,49.974 m,70.559 km/h,4.04 m,
10359,S,2008/06/03,13:35:18.400,SPS,52.954472,N,6.513747,E,49.950 m,72.052 km/h,3.96 m,
10360,S,2008/06/03,13:35:18.600,SPS,52.954439,N,6.513716,E,50.146 m,74.139 km/h,4.16 m,
10361,S,2008/06/03,13:35:18.800,SPS,52.954405,N,6.513686,E,50.080 m,75.443 km/h,4.34 m,
10362,S,2008/06/03,13:35:19.000,SPS,52.954368,N,6.513659,E,50.182 m,77.319 km/h,4.47 m,
10363,S,2008/06/03,13:35:19.200,SPS,52.954331,N,6.513635,E,50.232 m,79.582 km/h,4.47 m,
10364,S,2008/06/03,13:35:19.400,SPS,52.954292,N,6.513614,E,50.280 m,80.960 km/h,4.58 m,
10365,S,2008/06/03,13:35:19.600,SPS,52.954252,N,6.513596,E,50.360 m,83.065 km/h,4.60 m,
10366,S,2008/06/03,13:35:19.800,SPS,52.954209,N,6.513578,E,50.323 m,86.143 km/h,4.95 m,
10367,S,2008/06/03,13:35:20.000,SPS,52.954164,N,6.513561,E,50.425 m,88.104 km/h,5.13 m,
10368,S,2008/06/03,13:35:20.200,SPS,52.954118,N,6.513548,E,50.595 m,90.379 km/h,5.21 m,
10369,S,2008/06/03,13:35:20.400,SPS,52.954070,N,6.513535,E,50.620 m,91.888 km/h,5.35 m,
10370,S,2008/06/03,13:35:20.600,SPS,52.954022,N,6.513523,E,50.587 m,94.488 km/h,5.45 m,
10371,S,2008/06/03,13:35:20.800,SPS,52.953971,N,6.513513,E,50.482 m,97.257 km/h,5.71 m,
10372,S,2008/06/03,13:35:21.000,SPS,52.953918,N,6.513503,E,50.230 m,98.951 km/h,5.87 m,
10373,S,2008/06/03,13:35:21.200,SPS,52.953866,N,6.513495,E,50.011 m,99.287 km/h,5.85 m,
10374,S,2008/06/03,13:35:21.400,SPS,52.953813,N,6.513488,E,49.858 m,100.514 km/h,5.89 m,
10375,S,2008/06/03,13:35:21.600,SPS,52.953762,N,6.513481,E,49.763 m,99.484 km/h,5.79 m,
10376,S,2008/06/03,13:35:21.800,SPS,52.953711,N,6.513475,E,49.830 m,98.363 km/h,5.61 m,
10377,S,2008/06/03,13:35:22.000,SPS,52.953661,N,6.513469,E,49.857 m,97.405 km/h,5.58 m,
10378,S,2008/06/03,13:35:22.200,SPS,52.953612,N,6.513464,E,49.977 m,95.162 km/h,5.47 m,
10379,S,2008/06/03,13:35:22.400,SPS,52.953564,N,6.513459,E,50.133 m,93.318 km/h,5.36 m,
10380,S,2008/06/03,13:35:22.600,SPS,52.953518,N,6.513456,E,50.278 m,90.530 km/h,5.17 m,
10381,S,2008/06/03,13:35:22.800,SPS,52.953473,N,6.513451,E,50.533 m,88.584 km/h,4.96 m,
10382,S,2008/06/03,13:35:23.000,SPS,52.953430,N,6.513446,E,50.589 m,86.153 km/h,4.82 m,
10383,S,2008/06/03,13:35:23.200,SPS,52.953389,N,6.513441,E,50.588 m,83.768 km/h,4.61 m,
10384,S,2008/06/03,13:35:23.400,SPS,52.953348,N,6.513433,E,50.696 m,81.093 km/h,4.58 m,
10385,S,2008/06/03,13:35:23.600,SPS,52.953308,N,6.513423,E,50.903 m,80.203 km/h,4.49 m,
10386,S,2008/06/03,13:35:23.800,SPS,52.953269,N,6.513411,E,51.047 m,78.723 km/h,4.48 m,
10387,S,2008/06/03,13:35:24.000,SPS,52.953230,N,6.513399,E,51.048 m,77.057 km/h,4.39 m,
10388,S,2008/06/03,13:35:24.200,SPS,52.953193,N,6.513384,E,50.868 m,74.862 km/h,4.27 m,
10389,S,2008/06/03,13:35:24.400,SPS,52.953157,N,6.513367,E,50.594 m,73.352 km/h,4.14 m,
10390,S,2008/06/03,13:35:24.600,SPS,52.953123,N,6.513346,E,50.399 m,71.647 km/h,4.05 m,
10391,S,2008/06/03,13:35:24.800,SPS,52.953090,N,6.513323,E,50.095 m,69.815 km/h,3.97 m,
10392,S,2008/06/03,13:35:25.000,SPS,52.953059,N,6.513296,E,49.963 m,68.860 km/h,3.92 m,
10393,S,2008/06/03,13:35:25.200,SPS,52.953028,N,6.513267,E,49.723 m,68.345 km/h,3.98 m,
10394,S,2008/06/03,13:35:25.400,SPS,52.952999,N,6.513234,E,49.557 m,68.048 km/h,3.91 m,
10395,S,2008/06/03,13:35:25.600,SPS,52.952971,N,6.513198,E,49.355 m,67.231 km/h,3.94 m,
10396,S,2008/06/03,13:35:25.800,SPS,52.952946,N,6.513159,E,49.137 m,67.440 km/h,3.83 m,
10397,S,2008/06/03,13:35:26.000,SPS,52.952923,N,6.513121,E,49.047 m,67.271 km/h,3.65 m,
10398,S,2008/06/03,13:35:26.200,SPS,52.952901,N,6.513080,E,48.880 m,66.991 km/h,3.65 m,
10399,S,2008/06/03,13:35:26.400,SPS,52.952881,N,6.513035,E,48.610 m,67.178 km/h,3.83 m,
10400,S,2008/06/03,13:35:26.600,SPS,52.952862,N,6.512988,E,48.557 m,67.621 km/h,3.79 m,
10401,S,2008/06/03,13:35:26.800,SPS,52.952844,N,6.512938,E,48.512 m,67.278 km/h,3.88 m,
10402,S,2008/06/03,13:35:27.000,SPS,52.952830,N,6.512887,E,48.452 m,67.392 km/h,3.80 m,
10403,S,2008/06/03,13:35:27.200,SPS,52.952817,N,6.512834,E,48.436 m,67.897 km/h,3.81 m,
10404,S,2008/06/03,13:35:27.400,SPS,52.952806,N,6.512780,E,48.458 m,68.312 km/h,3.81 m,
10405,S,2008/06/03,13:35:27.600,SPS,52.952796,N,6.512725,E,48.471 m,68.460 km/h,3.86 m,
10406,S,2008/06/03,13:35:27.800,SPS,52.952788,N,6.512669,E,48.425 m,69.231 km/h,3.88 m,
10407,S,2008/06/03,13:35:28.000,SPS,52.952781,N,6.512611,E,48.357 m,69.677 km/h,3.95 m,
10408,S,2008/06/03,13:35:28.200,SPS,52.952776,N,6.512553,E,48.330 m,70.165 km/h,3.92 m,
10409,S,2008/06/03,13:35:28.400,SPS,52.952772,N,6.512494,E,48.359 m,71.522 km/h,4.01 m,
10410,S,2008/06/03,13:35:28.600,SPS,52.952774,N,6.512435,E,48.331 m,71.102 km/h,4.01 m,
10411,S,2008/06/03,13:35:28.800,SPS,52.952775,N,6.512373,E,48.291 m,72.173 km/h,4.15 m,
10412,S,2008/06/03,13:35:29.000,SPS,52.952780,N,6.512312,E,48.177 m,72.962 km/h,4.16 m,
10413,S,2008/06/03,13:35:29.200,SPS,52.952786,N,6.512250,E,48.199 m,74.091 km/h,4.18 m,
10414,S,2008/06/03,13:35:29.400,SPS,52.952795,N,6.512189,E,48.131 m,74.822 km/h,4.26 m,
10415,S,2008/06/03,13:35:29.600,SPS,52.952805,N,6.512125,E,48.224 m,76.015 km/h,4.47 m,
10416,S,2008/06/03,13:35:29.800,SPS,52.952821,N,6.512060,E,48.377 m,76.788 km/h,4.65 m,
10417,S,2008/06/03,13:35:30.000,SPS,52.952838,N,6.511996,E,48.522 m,77.096 km/h,4.71 m,
10418,S,2008/06/03,13:35:30.200,SPS,52.952857,N,6.511933,E,48.646 m,77.770 km/h,4.75 m,
10419,S,2008/06/03,13:35:30.400,SPS,52.952879,N,6.511872,E,48.785 m,78.986 km/h,4.76 m,
10420,S,2008/06/03,13:35:30.600,SPS,52.952902,N,6.511814,E,48.951 m,79.861 km/h,4.73 m,
10421,S,2008/06/03,13:35:30.800,SPS,52.952928,N,6.511756,E,49.142 m,80.515 km/h,4.81 m,
10422,S,2008/06/03,13:35:31.000,SPS,52.952956,N,6.511700,E,49.263 m,81.668 km/h,4.92 m,
10423,S,2008/06/03,13:35:31.200,SPS,52.952986,N,6.511646,E,49.369 m,82.120 km/h,4.92 m,
10424,S,2008/06/03,13:35:31.400,SPS,52.953017,N,6.511592,E,49.592 m,83.326 km/h,4.99 m,
10425,S,2008/06/03,13:35:31.600,SPS,52.953049,N,6.511542,E,49.639 m,83.828 km/h,4.92 m,
10426,S,2008/06/03,13:35:31.800,SPS,52.953082,N,6.511492,E,49.874 m,84.759 km/h,4.97 m,
10427,S,2008/06/03,13:35:32.000,SPS,52.953117,N,6.511446,E,50.252 m,85.434 km/h,4.97 m,
10428,S,2008/06/03,13:35:32.200,SPS,52.953153,N,6.511401,E,50.317 m,86.726 km/h,5.05 m,
10429,S,2008/06/03,13:35:32.400,SPS,52.953192,N,6.511359,E,50.499 m,88.126 km/h,5.23 m,
10430,S,2008/06/03,13:35:32.600,SPS,52.953233,N,6.511318,E,50.646 m,89.583 km/h,5.28 m,
10431,S,2008/06/03,13:35:32.800,SPS,52.953277,N,6.511280,E,50.771 m,90.786 km/h,5.56 m,
10432,S,2008/06/03,13:35:33.000,SPS,52.953323,N,6.511245,E,50.780 m,92.276 km/h,5.58 m,
