INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DISTANCE,
241,S,2008/06/03,08:01:19.400,SPS,52.963054,N,6.525922,E,51.711 m,81.172 km/h,4.52 m,
242,S,2008/06/03,08:01:19.600,SPS,52.963081,N,6.525976,E,51.670 m,82.648 km/h,4.67 m,
243,S,2008/06/03,08:01:19.800,SPS,52.963108,N,6.526031,E,51.597 m,83.168 km/h,4.77 m,
244,S,2008/06/03,08:01:20.000,SPS,52.963134,N,6.526086,E,51.534 m,84.038 km/h,4.71 m,
245,S,2008/06/03,08:01:20.200,SPS,52.963161,N,6.526142,E,51.473 m,84.188 km/h,4.81 m,
246,S,2008/06/03,08:01:20.400,SPS,52.963188,N,6.526198,E,51.495 m,84.205 km/h,4.82 m,
247,S,2008/06/03,08:01:20.600,SPS,52.963215,N,6.526255,E,51.465 m,84.580 km/h,4.87 m,
248,S,2008/06/03,08:01:20.800,SPS,52.963241,N,6.526311,E,51.494 m,84.715 km/h,4.74 m,
249,S,2008/06/03,08:01:21.000,SPS,52.963267,N,6.526367,E,51.491 m,84.621 km/h,4.79 m,
250,S,2008/06/03,08:01:21.200,SPS,52.963294,N,6.526425,E,51.479 m,84.731 km/h,4.87 m,
251,S,2008/06/03,08:01:21.400,SPS,52.963321,N,6.526482,E,51.493 m,84.528 km/h,4.83 m,
252,S,2008/06/03,08:01:21.600,SPS,52.963347,N,6.526538,E,51.495 m,84.482 km/h,4.77 m,
253,S,2008/06/03,08:01:21.800,SPS,52.963373,N,6.526594,E,51.447 m,84.480 km/h,4.77 m,
254,S,2008/06/03,08:01:22.000,SPS,52.963399,N,6.526650,E,51.375 m,84.475 km/h,4.76 m,
255,S,2008/06/03,08:01:22.200,SPS,52.963425,N,6.526706,E,51.423 m,84.562 km/h,4.75 m,
256,S,2008/06/03,08:01:22.400,SPS,52.963452,N,6.526762,E,51.380 m,84.161 km/h,4.75 m,
257,S,2008/06/03,08:01:22.600,SPS,52.963478,N,6.526817,E,51.286 m,84.035 km/h,4.74 m,
258,S,2008/06/03,08:01:22.800,SPS,52.963504,N,6.526873,E,51.237 m,83.753 km/h,4.78 m,
259,S,2008/06/03,08:01:23.000,SPS,52.963531,N,6.526929,E,51.174 m,83.533 km/h,4.76 m,
260,S,2008/06/03,08:01:23.200,SPS,52.963557,N,6.526984,E,51.079 m,83.060 km/h,4.66 m,
261,S,2008/06/03,08:01:23.400,SPS,52.963582,N,6.527038,E,50.874 m,82.724 km/h,4.65 m,
262,S,2008/06/03,08:01:23.600,SPS,52.963607,N,6.527093,E,50.762 m,82.607 km/h,4.64 m,
263,S,2008/06/03,08:01:23.800,SPS,52.963633,N,6.527148,E,50.642 m,82.308 km/h,4.68 m,
264,S,2008/06/03,08:01:24.000,SPS,52.963659,N,6.527203,E,50.443 m,82.127 km/h,4.64 m,
265,S,2008/06/03,08:01:24.200,SPS,52.963685,N,6.527256,E,50.274 m,82.042 km/h,4.60 m,
266,S,2008/06/03,08:01:24.400,SPS,52.963710,N,6.527310,E,50.097 m,81.647 km/h,4.65 m,
267,S,2008/06/03,08:01:24.600,SPS,52.963736,N,6.527365,E,49.972 m,81.336 km/h,4.65 m,
268,S,2008/06/03,08:01:24.800,SPS,52.963761,N,6.527418,E,49.821 m,81.003 km/h,4.56 m,
269,S,2008/06/03,08:01:25.000,SPS,52.963786,N,6.527471,E,49.635 m,80.613 km/h,4.54 m,
270,S,2008/06/03,08:01:25.200,SPS,52.963812,N,6.527524,E,49.565 m,80.269 km/h,4.54 m,
271,S,2008/06/03,08:01:25.400,SPS,52.963838,N,6.527577,E,49.504 m,79.765 km/h,4.55 m,
272,S,2008/06/03,08:01:25.600,SPS,52.963863,N,6.527628,E,49.396 m,79.177 km/h,4.45 m,
273,S,2008/06/03,08:01:25.800,SPS,52.963887,N,6.527681,E,49.275 m,78.488 km/h,4.45 m,
274,S,2008/06/03,08:01:26.000,SPS,52.963911,N,6.527733,E,49.127 m,77.788 km/h,4.43 m,
275,S,2008/06/03,08:01:26.200,SPS,52.963935,N,6.527783,E,49.017 m,77.300 km/h,4.32 m,
276,S,2008/06/03,08:01:26.400,SPS,52.963959,N,6.527833,E,48.928 m,76.716 km/h,4.23 m,
277,S,2008/06/03,08:01:26.600,SPS,52.963982,N,6.527884,E,48.866 m,76.102 km/h,4.29 m,
278,S,2008/06/03,08:01:26.800,SPS,52.964005,N,6.527934,E,48.735 m,75.706 km/h,4.22 m,
279,S,2008/06/03,08:01:27.000,SPS,52.964028,N,6.527983,E,48.555 m,75.229 km/h,4.16 m,
280,S,2008/06/03,08:01:27.200,SPS,52.964050,N,6.528033,E,48.413 m,75.043 km/h,4.16 m,
281,S,2008/06/03,08:01:27.400,SPS,52.964072,N,6.528081,E,48.250 m,74.291 km/h,4.06 m,
282,S,2008/06/03,08:01:27.600,SPS,52.964094,N,6.528130,E,48.171 m,73.814 km/h,4.16 m,
283,S,2008/06/03,08:01:27.800,SPS,52.964117,N,6.528179,E,48.132 m,73.383 km/h,4.14 m,
284,S,2008/06/03,08:01:28.000,SPS,52.964139,N,6.528228,E,48.059 m,73.058 km/h,4.07 m,
285,S,2008/06/03,08:01:28.200,SPS,52.964161,N,6.528275,E,47.986 m,72.489 km/h,4.02 m,
286,S,2008/06/03,08:01:28.400,SPS,52.964182,N,6.528323,E,47.897 m,71.724 km/h,4.00 m,
287,S,2008/06/03,08:01:28.600,SPS,52.964203,N,6.528372,E,47.809 m,71.223 km/h,4.02 m,
288,S,2008/06/03,08:01:28.800,SPS,52.964225,N,6.528421,E,47.722 m,70.628 km/h,4.08 m,
289,S,2008/06/03,08:01:29.000,SPS,52.964246,N,6.528467,E,47.574 m,70.013 km/h,3.95 m,
290,S,2008/06/03,08:01:29.200,SPS,52.964267,N,6.528515,E,47.410 m,69.222 km/h,3.94 m,
291,S,2008/06/03,08:01:29.400,SPS,52.964287,N,6.528561,E,47.374 m,68.625 km/h,3.82 m,
292,S,2008/06/03,08:01:29.600,SPS,52.964306,N,6.528608,E,47.328 m,68.045 km/h,3.78 m,
293,S,2008/06/03,08:01:29.800,SPS,52.964325,N,6.528653,E,47.304 m,67.650 km/h,3.67 m,
294,S,2008/06/03,08:01:30.000,SPS,52.964343,N,6.528697,E,47.218 m,67.220 km/h,3.64 m,
295,S,2008/06/03,08:01:30.200,SPS,52.964361,N,6.528744,E,47.028 m,67.145 km/h,3.70 m,
296,S,2008/06/03,08:01:30.400,SPS,52.964378,N,6.528791,E,47.611 m,66.493 km/h,3.74 m,
297,S,2008/06/03,08:01:30.600,SPS,52.964394,N,6.528838,E,48.097 m,65.726 km/h,3.65 m,
298,S,2008/06/03,08:01:30.800,SPS,52.964408,N,6.528887,E,47.901 m,65.279 km/h,3.67 m,
299,S,2008/06/03,08:01:31.000,SPS,52.964421,N,6.528938,E,47.987 m,64.238 km/h,3.66 m,
300,S,2008/06/03,08:01:31.200,SPS,52.964432,N,6.528988,E,48.278 m,63.392 km/h,3.62 m,
301,S,2008/06/03,08:01:31.400,SPS,52.964440,N,6.529040,E,48.256 m,62.742 km/h,3.61 m,
302,S,2008/06/03,08:01:31.600,SPS,52.964446,N,6.529092,E,48.647 m,62.273 km/h,3.55 m,
303,S,2008/06/03,08:01:31.800,SPS,52.964451,N,6.529146,E,49.017 m,61.752 km/h,3.67 m,
304,S,2008/06/03,08:01:32.000,SPS,52.964455,N,6.529196,E,49.253 m,60.571 km/h,3.43 m,
305,S,2008/06/03,08:01:32.200,SPS,52.964456,N,6.529246,E,49.586 m,59.833 km/h,3.35 m,
306,S,2008/06/03,08:01:32.400,SPS,52.964456,N,6.529295,E,49.752 m,59.404 km/h,3.28 m,
307,S,2008/06/03,08:01:32.600,SPS,52.964454,N,6.529343,E,49.720 m,59.371 km/h,3.29 m,
308,S,2008/06/03,08:01:32.800,SPS,52.964449,N,6.529392,E,49.655 m,59.102 km/h,3.28 m,
309,S,2008/06/03,08:01:33.000,SPS,52.964444,N,6.529441,E,49.712 m,59.881 km/h,3.34 m,
310,S,2008/06/03,08:01:33.200,SPS,52.964438,N,6.529492,E,49.927 m,60.980 km/h,3.50 m,
311,S,2008/06/03,08:01:33.400,SPS,52.964428,N,6.529546,E,50.294 m,62.349 km/h,3.82 m,
312,S,2008/06/03,08:01:33.600,SPS,52.964416,N,6.529598,E,50.614 m,63.919 km/h,3.77 m,
313,S,2008/06/03,08:01:33.800,SPS,52.964402,N,6.529649,E,50.980 m,64.611 km/h,3.79 m,
314,S,2008/06/03,08:01:34.000,SPS,52.964387,N,6.529704,E,50.987 m,66.433 km/h,4.04 m,
315,S,2008/06/03,08:01:34.200,SPS,52.964371,N,6.529757,E,51.061 m,67.411 km/h,3.98 m,
316,S,2008/06/03,08:01:34.400,SPS,52.964353,N,6.529809,E,51.192 m,69.105 km/h,4.00 m,
317,S,2008/06/03,08:01:34.600,SPS,52.964335,N,6.529859,E,51.440 m,70.250 km/h,3.94 m,
318,S,2008/06/03,08:01:34.800,SPS,52.964316,N,6.529910,E,51.287 m,71.422 km/h,4.07 m,
319,S,2008/06/03,08:01:35.000,SPS,52.964295,N,6.529962,E,51.202 m,73.385 km/h,4.21 m,
320,S,2008/06/03,08:01:35.200,SPS,52.964273,N,6.530016,E,51.171 m,75.658 km/h,4.35 m,
321,S,2008/06/03,08:01:35.400,SPS,52.964250,N,6.530071,E,51.402 m,77.314 km/h,4.47 m,
322,S,2008/06/03,08:01:35.600,SPS,52.964225,N,6.530126,E,51.577 m,78.441 km/h,4.65 m,
323,S,2008/06/03,08:01:35.800,SPS,52.964200,N,6.530181,E,51.704 m,79.992 km/h,4.62 m,
324,S,2008/06/03,08:01:36.000,SPS,52.964176,N,6.530239,E,51.781 m,81.457 km/h,4.76 m,
325,S,2008/06/03,08:01:36.200,SPS,52.964150,N,6.530298,E,51.772 m,81.780 km/h,4.87 m,
326,S,2008/06/03,08:01:36.400,SPS,52.964124,N,6.530354,E,51.543 m,81.715 km/h,4.78 m,
327,S,2008/06/03,08:01:36.600,SPS,52.964097,N,6.530409,E,51.136 m,81.680 km/h,4.76 m,
328,S,2008/06/03,08:01:36.800,SPS,52.964071,N,6.530463,E,50.902 m,82.343 km/h,4.68 m,
329,S,2008/06/03,08:01:37.000,SPS,52.964043,N,6.530517,E,50.766 m,82.794 km/h,4.72 m,
330,S,2008/06/03,08:01:37.200,SPS,52.964015,N,6.530570,E,50.515 m,82.849 km/h,4.71 m,
331,S,2008/06/03,08:01:37.400,SPS,52.963988,N,6.530622,E,50.550 m,82.611 km/h,4.66 m,
332,S,2008/06/03,08:01:37.600,SPS,52.963959,N,6.530672,E,50.647 m,82.918 km/h,4.68 m,
333,S,2008/06/03,08:01:37.800,SPS,52.963928,N,6.530721,E,50.741 m,82.871 km/h,4.71 m,
334,S,2008/06/03,08:01:38.000,SPS,52.963897,N,6.530770,E,51.050 m,83.423 km/h,4.87 m,
335,S,2008/06/03,08:01:38.200,SPS,52.963863,N,6.530817,E,51.160 m,82.769 km/h,4.86 m,
336,S,2008/06/03,08:01:38.400,SPS,52.963828,N,6.530859,E,51.341 m,82.641 km/h,4.82 m,
337,S,2008/06/03,08:01:38.600,SPS,52.963793,N,6.530898,E,51.444 m,81.313 km/h,4.69 m,
338,S,2008/06/03,08:01:38.800,SPS,52.963757,N,6.530935,E,51.511 m,82.459 km/h,4.73 m,
339,S,2008/06/03,08:01:39.000,SPS,52.963720,N,6.530969,E,51.528 m,81.527 km/h,4.74 m,
340,S,2008/06/03,08:01:39.200,SPS,52.963682,N,6.531003,E,51.416 m,81.930 km/h,4.79 m,
341,S,2008/06/03,08:01:39.400,SPS,52.963643,N,6.531034,E,51.421 m,81.865 km/h,4.83 m,
342,S,2008/06/03,08:01:39.600,SPS,52.963603,N,6.531062,E,51.627 m,82.386 km/h,4.78 m,
343,S,2008/06/03,08:01:39.800,SPS,52.963563,N,6.531087,E,51.542 m,82.442 km/h,4.81 m,
344,S,2008/06/03,08:01:40.000,SPS,52.963521,N,6.531112,E,51.556 m,83.160 km/h,4.92 m,
345,S,2008/06/03,08:01:40.200,SPS,52.963479,N,6.531134,E,51.600 m,83.884 km/h,4.95 m,
346,S,2008/06/03,08:01:40.400,SPS,52.963436,N,6.531156,E,51.668 m,84.527 km/h,4.95 m,
347,S,2008/06/03,08:01:40.600,SPS,52.963392,N,6.531175,E,51.555 m,85.412 km/h,5.06 m,
348,S,2008/06/03,08:01:40.800,SPS,52.963348,N,6.531191,E,51.413 m,86.378 km/h,5.07 m,
349,S,2008/06/03,08:01:41.000,SPS,52.963303,N,6.531205,E,51.417 m,87.536 km/h,5.10 m,
350,S,2008/06/03,08:01:41.200,SPS,52.963257,N,6.531219,E,51.346 m,88.187 km/h,5.20 m,
351,S,2008/06/03,08:01:41.400,SPS,52.963211,N,6.531233,E,51.245 m,88.659 km/h,5.24 m,
352,S,2008/06/03,08:01:41.600,SPS,52.963165,N,6.531244,E,51.124 m,88.691 km/h,5.12 m,
353,S,2008/06/03,08:01:41.800,SPS,52.963120,N,6.531254,E,51.045 m,88.067 km/h,5.09 m,
354,S,2008/06/03,08:01:42.000,SPS,52.963074,N,6.531262,E,50.760 m,87.560 km/h,5.13 m,
355,S,2008/06/03,08:01:42.200,SPS,52.963028,N,6.531269,E,50.625 m,86.478 km/h,5.17 m,
356,S,2008/06/03,08:01:42.400,SPS,52.962983,N,6.531277,E,50.561 m,85.851 km/h,5.04 m,
357,S,2008/06/03,08:01:42.600,SPS,52.962938,N,6.531281,E,50.436 m,84.754 km/h,4.97 m,
358,S,2008/06/03,08:01:42.800,SPS,52.962894,N,6.531286,E,50.299 m,84.337 km/h,4.88 m,
359,S,2008/06/03,08:01:43.000,SPS,52.962851,N,6.531293,E,50.012 m,82.972 km/h,4.89 m,
360,S,2008/06/03,08:01:43.200,SPS,52.962809,N,6.531300,E,49.974 m,81.249 km/h,4.70 m,
361,S,2008/06/03,08:01:43.400,SPS,52.962768,N,6.531306,E,49.690 m,79.842 km/h,4.54 m,
362,S,2008/06/03,08:01:43.600,SPS,52.962728,N,6.531312,E,49.509 m,78.745 km/h,4.52 m,
363,S,2008/06/03,08:01:43.800,SPS,52.962688,N,6.531318,E,49.395 m,77.002 km/h,4.42 m,
364,S,2008/06/03,08:01:44.000,SPS,52.962650,N,6.531324,E,49.334 m,75.505 km/h,4.27 m,
365,S,2008/06/03,08:01:44.200,SPS,52.962612,N,6.531329,E,49.323 m,74.277 km/h,4.22 m,
366,S,2008/06/03,08:01:44.400,SPS,52.962574,N,6.531334,E,49.295 m,73.352 km/h,4.23 m,
367,S,2008/06/03,08:01:44.600,SPS,52.962537,N,6.531338,E,49.262 m,72.803 km/h,4.16 m,
368,S,2008/06/03,08:01:44.800,SPS,52.962501,N,6.531338,E,49.214 m,71.646 km/h,4.02 m,
369,S,2008/06/03,08:01:45.000,SPS,52.962464,N,6.531337,E,49.348 m,70.624 km/h,4.08 m,
370,S,2008/06/03,08:01:45.200,SPS,52.962428,N,6.531334,E,49.430 m,70.215 km/h,4.05 m,
371,S,2008/06/03,08:01:45.400,SPS,52.962392,N,6.531329,E,49.490 m,69.700 km/h,4.02 m,
372,S,2008/06/03,08:01:45.600,SPS,52.962356,N,6.531323,E,49.583 m,69.110 km/h,4.00 m,
373,S,2008/06/03,08:01:45.800,SPS,52.962321,N,6.531313,E,49.659 m,68.751 km/h,3.97 m,
374,S,2008/06/03,08:01:46.000,SPS,52.962287,N,6.531299,E,49.606 m,68.882 km/h,3.89 m,
375,S,2008/06/03,08:01:46.200,SPS,52.962254,N,6.531278,E,49.566 m,69.330 km/h,3.89 m,
376,S,2008/06/03,08:01:46.400,SPS,52.962222,N,6.531254,E,49.573 m,68.721 km/h,3.95 m,
377,S,2008/06/03,08:01:46.600,SPS,52.962190,N,6.531229,E,49.574 m,68.467 km/h,3.96 m,
378,S,2008/06/03,08:01:46.800,SPS,52.962159,N,6.531202,E,49.529 m,68.139 km/h,3.92 m,
379,S,2008/06/03,08:01:47.000,SPS,52.962129,N,6.531171,E,49.446 m,67.868 km/h,3.90 m,
380,S,2008/06/03,08:01:47.200,SPS,52.962101,N,6.531137,E,49.464 m,67.681 km/h,3.82 m,
381,S,2008/06/03,08:01:47.400,SPS,52.962075,N,6.531098,E,49.632 m,68.065 km/h,3.95 m,
382,S,2008/06/03,08:01:47.600,SPS,52.962050,N,6.531058,E,49.798 m,68.188 km/h,3.85 m,
383,S,2008/06/03,08:01:47.800,SPS,52.962027,N,6.531016,E,49.904 m,67.450 km/h,3.83 m,
384,S,2008/06/03,08:01:48.000,SPS,52.962006,N,6.530971,E,50.019 m,67.947 km/h,3.81 m,
385,S,2008/06/03,08:01:48.200,SPS,52.961986,N,6.530925,E,50.137 m,67.963 km/h,3.78 m,
386,S,2008/06/03,08:01:48.400,SPS,52.961969,N,6.530877,E,50.266 m,67.897 km/h,3.78 m,
387,S,2008/06/03,08:01:48.600,SPS,52.961951,N,6.530826,E,50.264 m,66.952 km/h,3.93 m,
388,S,2008/06/03,08:01:48.800,SPS,52.961936,N,6.530774,E,50.381 m,67.291 km/h,3.97 m,
389,S,2008/06/03,08:01:49.000,SPS,52.961922,N,6.530718,E,50.521 m,67.711 km/h,4.02 m,
390,S,2008/06/03,08:01:49.200,SPS,52.961911,N,6.530661,E,50.460 m,67.860 km/h,4.03 m,
391,S,2008/06/03,08:01:49.400,SPS,52.961902,N,6.530606,E,50.693 m,67.006 km/h,3.88 m,
392,S,2008/06/03,08:01:49.600,SPS,52.961895,N,6.530547,E,50.691 m,67.190 km/h,4.04 m,
393,S,2008/06/03,08:01:49.800,SPS,52.961891,N,6.530485,E,50.710 m,67.291 km/h,4.15 m,
394,S,2008/06/03,08:01:50.000,SPS,52.961889,N,6.530424,E,50.890 m,67.211 km/h,4.14 m,
395,S,2008/06/03,08:01:50.200,SPS,52.961890,N,6.530362,E,51.094 m,67.601 km/h,4.13 m,
396,S,2008/06/03,08:01:50.400,SPS,52.961894,N,6.530303,E,51.131 m,67.634 km/h,4.00 m,
397,S,2008/06/03,08:01:50.600,SPS,52.961900,N,6.530244,E,51.314 m,68.438 km/h,4.05 m,
398,S,2008/06/03,08:01:50.800,SPS,52.961907,N,6.530186,E,51.395 m,68.472 km/h,3.99 m,
399,S,2008/06/03,08:01:51.000,SPS,52.961917,N,6.530128,E,51.554 m,69.082 km/h,4.03 m,
400,S,2008/06/03,08:01:51.200,SPS,52.961928,N,6.530072,E,51.593 m,69.967 km/h,4.01 m,
401,S,2008/06/03,08:01:51.400,SPS,52.961941,N,6.530015,E,51.635 m,70.459 km/h,4.06 m,
402,S,2008/06/03,08:01:51.600,SPS,52.961955,N,6.529957,E,51.651 m,70.942 km/h,4.22 m,
403,S,2008/06/03,08:01:51.800,SPS,52.961970,N,6.529900,E,51.662 m,70.335 km/h,4.14 m,
404,S,2008/06/03,08:01:52.000,SPS,52.961986,N,6.529845,E,51.693 m,70.786 km/h,4.11 m,
405,S,2008/06/03,08:01:52.200,SPS,52.962005,N,6.529792,E,51.754 m,70.458 km/h,4.10 m,
406,S,2008/06/03,08:01:52.400,SPS,52.962025,N,6.529741,E,51.808 m,69.869 km/h,4.09 m,
407,S,2008/06/03,08:01:52.600,SPS,52.962048,N,6.529695,E,51.957 m,69.867 km/h,4.10 m,
408,S,2008/06/03,08:01:52.800,SPS,52.962072,N,6.529650,E,52.046 m,69.432 km/h,4.03 m,
409,S,2008/06/03,08:01:53.000,SPS,52.962097,N,6.529606,E,52.108 m,68.705 km/h,4.05 m,
410,S,2008/06/03,08:01:53.200,SPS,52.962124,N,6.529563,E,52.158 m,69.214 km/h,4.14 m,
411,S,2008/06/03,08:01:53.400,SPS,52.962152,N,6.529522,E,52.162 m,68.935 km/h,4.18 m,
412,S,2008/06/03,08:01:53.600,SPS,52.962182,N,6.529486,E,52.069 m,68.878 km/h,4.08 m,
413,S,2008/06/03,08:01:53.800,SPS,52.962213,N,6.529454,E,51.918 m,69.100 km/h,4.06 m,
414,S,2008/06/03,08:01:54.000,SPS,52.962245,N,6.529423,E,51.782 m,69.465 km/h,4.13 m,
415,S,2008/06/03,08:01:54.200,SPS,52.962279,N,6.529396,E,51.669 m,69.103 km/h,4.25 m,
416,S,2008/06/03,08:01:54.400,SPS,52.962312,N,6.529373,E,51.222 m,69.459 km/h,4.02 m,
417,S,2008/06/03,08:01:54.600,SPS,52.962347,N,6.529355,E,50.716 m,68.360 km/h,4.06 m,
418,S,2008/06/03,08:01:54.800,SPS,52.962382,N,6.529340,E,50.515 m,68.136 km/h,4.01 m,
419,S,2008/06/03,08:01:55.000,SPS,52.962417,N,6.529330,E,50.201 m,68.331 km/h,4.05 m,
420,S,2008/06/03,08:01:55.200,SPS,52.962454,N,6.529325,E,49.947 m,68.083 km/h,4.07 m,
421,S,2008/06/03,08:01:55.400,SPS,52.962489,N,6.529325,E,49.621 m,66.860 km/h,3.97 m,
422,S,2008/06/03,08:01:55.600,SPS,52.962524,N,6.529328,E,49.267 m,65.131 km/h,3.84 m,
423,S,2008/06/03,08:01:55.800,SPS,52.962558,N,6.529334,E,49.048 m,64.594 km/h,3.82 m,
424,S,2008/06/03,08:01:56.000,SPS,52.962591,N,6.529342,E,49.013 m,64.402 km/h,3.77 m,
425,S,2008/06/03,08:01:56.200,SPS,52.962624,N,6.529355,E,49.032 m,64.293 km/h,3.77 m,
426,S,2008/06/03,08:01:56.400,SPS,52.962656,N,6.529372,E,49.123 m,63.811 km/h,3.70 m,
427,S,2008/06/03,08:01:56.600,SPS,52.962687,N,6.529392,E,49.059 m,63.545 km/h,3.72 m,
428,S,2008/06/03,08:01:56.800,SPS,52.962718,N,6.529414,E,48.972 m,64.207 km/h,3.80 m,
429,S,2008/06/03,08:01:57.000,SPS,52.962749,N,6.529441,E,48.845 m,64.741 km/h,3.88 m,
430,S,2008/06/03,08:01:57.200,SPS,52.962780,N,6.529469,E,48.735 m,64.064 km/h,3.93 m,
431,S,2008/06/03,08:01:57.400,SPS,52.962810,N,6.529498,E,48.680 m,64.263 km/h,3.84 m,
432,S,2008/06/03,08:01:57.600,SPS,52.962839,N,6.529530,E,48.737 m,64.265 km/h,3.86 m,
433,S,2008/06/03,08:01:57.800,SPS,52.962868,N,6.529565,E,48.801 m,63.942 km/h,4.01 m,
434,S,2008/06/03,08:01:58.000,SPS,52.962896,N,6.529598,E,48.944 m,63.454 km/h,3.86 m,
435,S,2008/06/03,08:01:58.200,SPS,52.962924,N,6.529633,E,48.962 m,61.951 km/h,3.82 m,
436,S,2008/06/03,08:01:58.400,SPS,52.962951,N,6.529666,E,48.872 m,62.520 km/h,3.74 m,
437,S,2008/06/03,08:01:58.600,SPS,52.962977,N,6.529697,E,48.641 m,61.875 km/h,3.65 m,
438,S,2008/06/03,08:01:58.800,SPS,52.963004,N,6.529728,E,48.485 m,61.044 km/h,3.67 m,
439,S,2008/06/03,08:01:59.000,SPS,52.963032,N,6.529757,E,48.314 m,60.097 km/h,3.66 m,
440,S,2008/06/03,08:01:59.200,SPS,52.963060,N,6.529784,E,47.981 m,59.397 km/h,3.60 m,
441,S,2008/06/03,08:01:59.400,SPS,52.963088,N,6.529808,E,47.946 m,58.649 km/h,3.52 m,
442,S,2008/06/03,08:01:59.600,SPS,52.963116,N,6.529830,E,48.002 m,58.037 km/h,3.47 m,
443,S,2008/06/03,08:01:59.800,SPS,52.963144,N,6.529850,E,47.883 m,57.106 km/h,3.37 m,
444,S,2008/06/03,08:02:00.000,SPS,52.963173,N,6.529867,E,47.779 m,57.241 km/h,3.46 m,
445,S,2008/06/03,08:02:00.200,SPS,52.963203,N,6.529880,E,47.873 m,55.699 km/h,3.41 m,
446,S,2008/06/03,08:02:00.400,SPS,52.963232,N,6.529890,E,47.921 m,55.716 km/h,3.30 m,
447,S,2008/06/03,08:02:00.600,SPS,52.963260,N,6.529898,E,47.904 m,55.123 km/h,3.20 m,
448,S,2008/06/03,08:02:00.800,SPS,52.963289,N,6.529903,E,47.916 m,53.695 km/h,3.20 m,
449,S,2008/06/03,08:02:01.000,SPS,52.963317,N,6.529902,E,47.931 m,53.240 km/h,3.09 m,
450,S,2008/06/03,08:02:01.200,SPS,52.963344,N,6.529899,E,47.955 m,51.532 km/h,3.00 m,
451,S,2008/06/03,08:02:01.400,SPS,52.963369,N,6.529892,E,47.960 m,50.554 km/h,2.84 m,
452,S,2008/06/03,08:02:01.600,SPS,52.963392,N,6.529881,E,47.926 m,48.434 km/h,2.72 m,
453,S,2008/06/03,08:02:01.800,SPS,52.963415,N,6.529868,E,47.908 m,47.341 km/h,2.68 m,
454,S,2008/06/03,08:02:02.000,SPS,52.963437,N,6.529852,E,47.882 m,47.388 km/h,2.65 m,
455,S,2008/06/03,08:02:02.200,SPS,52.963457,N,6.529830,E,47.885 m,46.295 km/h,2.67 m,
456,S,2008/06/03,08:02:02.400,SPS,52.963475,N,6.529803,E,47.902 m,46.684 km/h,2.72 m,
457,S,2008/06/03,08:02:02.600,SPS,52.963492,N,6.529775,E,47.970 m,46.507 km/h,2.66 m,
458,S,2008/06/03,08:02:02.800,SPS,52.963507,N,6.529745,E,47.936 m,45.487 km/h,2.65 m,
459,S,2008/06/03,08:02:03.000,SPS,52.963520,N,6.529713,E,47.416 m,43.664 km/h,2.62 m,
460,S,2008/06/03,08:02:03.200,SPS,52.963533,N,6.529683,E,47.464 m,43.476 km/h,2.46 m,
461,S,2008/06/03,08:02:03.400,SPS,52.963544,N,6.529651,E,47.164 m,43.231 km/h,2.52 m,
462,S,2008/06/03,08:02:03.600,SPS,52.963550,N,6.529620,E,46.280 m,41.129 km/h,2.38 m,
463,S,2008/06/03,08:02:03.800,SPS,52.963554,N,6.529586,E,46.036 m,40.688 km/h,2.29 m,
464,S,2008/06/03,08:02:04.000,SPS,52.963556,N,6.529553,E,45.745 m,40.690 km/h,2.31 m,
465,S,2008/06/03,08:02:04.200,SPS,52.963556,N,6.529518,E,45.599 m,40.466 km/h,2.31 m,
466,S,2008/06/03,08:02:04.400,SPS,52.963553,N,6.529483,E,45.558 m,41.394 km/h,2.38 m,
467,S,2008/06/03,08:02:04.600,SPS,52.963548,N,6.529448,E,45.309 m,40.883 km/h,2.42 m,
468,S,2008/06/03,08:02:04.800,SPS,52.963542,N,6.529413,E,45.103 m,41.716 km/h,2.46 m,
469,S,2008/06/03,08:02:05.000,SPS,52.963535,N,6.529379,E,44.967 m,42.882 km/h,2.44 m,
470,S,2008/06/03,08:02:05.200,SPS,52.963525,N,6.529344,E,44.810 m,44.300 km/h,2.57 m,
471,S,2008/06/03,08:02:05.400,SPS,52.963513,N,6.529309,E,44.843 m,45.641 km/h,2.73 m,
472,S,2008/06/03,08:02:05.600,SPS,52.963498,N,6.529276,E,44.939 m,47.432 km/h,2.78 m,
473,S,2008/06/03,08:02:05.800,SPS,52.963482,N,6.529243,E,45.038 m,49.216 km/h,2.85 m,
474,S,2008/06/03,08:02:06.000,SPS,52.963463,N,6.529211,E,45.136 m,51.407 km/h,3.00 m,
475,S,2008/06/03,08:02:06.200,SPS,52.963440,N,6.529172,E,45.486 m,54.044 km/h,3.69 m,
476,S,2008/06/03,08:02:06.400,SPS,52.963416,N,6.529135,E,45.757 m,56.657 km/h,3.67 m,
477,S,2008/06/03,08:02:06.600,SPS,52.963390,N,6.529098,E,46.074 m,59.277 km/h,3.81 m,
478,S,2008/06/03,08:02:06.800,SPS,52.963363,N,6.529062,E,46.345 m,61.131 km/h,3.90 m,
479,S,2008/06/03,08:02:07.000,SPS,52.963334,N,6.529028,E,46.531 m,63.560 km/h,3.93 m,
480,S,2008/06/03,08:02:07.200,SPS,52.963305,N,6.528992,E,47.021 m,65.383 km/h,4.08 m,
